Season,Episode,Title,AirDate,Rating,Num_Votes,Description,DirectedBy,WrittenBy
5,4,Crime Aid,10/23/2008,8.1,2213,"Michael and Holly have sex for the first time, and Michael holds a fund-raiser for the office after it is burglarized. Dwight confides in Phyllis after Andy and Angela set a wedding date, and Jim runs into Pam's ex-fiancé Roy.",Jennifer Celotta,Charlie Grandy
5,5,Employee Transfer,10/30/2008,8.1,2289,Holly is transferred back to New Hampshire after corporate discovers that she and Michael are dating. Dwight tries to apply to Cornell to get under Andy's skin. Pam's brothers and Pam decide to play a trick on Jim when they meet for lunch.,David Rogers,Anthony Q. Farrell
5,6,Customer Survey,11/6/2008,8.5,2371,"Dwight and Jim believe that something is suspicious about their low customer performance ratings. After consulting with Angela, Andy finds the perfect site for their wedding--Dwight's beet farm.",Stephen Merchant,Lester Lewis
5,7,Business Trip,11/13/2008,8.2,2201,"David Wallace sends Michael on a business trip to Winnipeg to help him forget about Holly's transfer to Nashua, and Pam tells Jim that she failed a class and has to stay in New York City.",Randall Einhorn,Brent Forrester
5,8,Frame Toby,11/20/2008,8.6,2447,"When Michael discovers that corporate has brought back Toby to replace Holly, he tries to frame him with drugs and to get him fired. Meanwhile, Jim surprises Pam by buying his parents' house, and Pam files a secret complaints about Dwight.",Jason Reitman,Mindy Kaling
5,9,The Surplus,12/4/2008,8.8,2437,"Michael has to spend the office surplus by they end of the day, but he can't decide between a copier or new chairs. Dwight plays a dirty trick on Angela as they prepare for Andy and Angela's wedding on the beet farm.",Paul Feig,Gene Stupnitsky | Lee Eisenberg
5,10,Moroccan Christmas,12/11/2008,8.4,2300,"Phyllis blackmails Angela into doing the work for the Christmas party, which Michael turns into an intervention after Meredith gets drunk and sets her hair on fire. Meanwhile, Dwight corners the market on a popular Christmas gift.",Paul Feig,Justin Spitzer
5,11,The Duel,1/15/2009,8.7,2376,"Moments before he leaves for New York for a meeting with David Wallace, Michael tells Andy that Angela and Dwight are seeing each other. Andy and Dwight then decide to have it out in the parking lot.",Dean Holland,Jennifer Celotta
5,12,Prince Family Paper,1/22/2009,8,2298,"Michael's conscience gets the best of him after he and Dwight go undercover to scout a family-run competitor. Back at the office, everyone else spends the day debating whether Hilary Swank is hot.",Asaad Kelada,B. J. Novak
5,13,Stress Relief,2/1/2009,9.7,7058,"Dwight's too-realistic fire alarm gives Stanley a heart attack. When he returns, Michael learns that he is the cause of Stanley's stress. To remedy the situation, he forces the office to throw a roast for him.",Jeffrey Blitz,Paul Lieberstein
5,14,Lecture Circuit: Part 1,2/5/2009,8.2,2169,"While on lecture tour to other Dunder Mifflin branches, Michael and Pam discover that Jim's ex-girlfriend Karen is pregnant. At the office, Andy falls for a prospective client, and Jim and Dwight try to set up Kelly's birthday party.",Ken Kwapis,Mindy Kaling
5,15,Lecture Circuit: Part 2,2/12/2009,8.2,2132,"Michael and Pam go to Nashua and discover that Holly has a new boyfriend. At the office, Jim and Dwight try to come up with a theme for Kelly's birthday party, and Angela gets a new cat.",Ken Kwapis,Mindy Kaling
5,16,Blood Drive,3/5/2009,8,2164,"Michael holds a lonely hearts party on Valentine's Day at the office, hoping that he will run into a woman he met earlier that day at a blood drive. Meanwhile, Jim and Pam have an awkward lunch with Phillis and Bob Vance.",Randall Einhorn,Brent Forrester
5,17,Golden Ticket,3/12/2009,8.7,2333,"Michael asks Dwight to be the scapegoat for one of his business ideas that backfired badly on him. But when that idea has an unexpected positive upside, Dwight still takes credit and Michael becomes furious.",Randall Einhorn,Mindy Kaling
5,18,New Boss,3/19/2009,8.3,2194,"Michael gets upset when he gets a new boss to act as a buffer between him and David Wallace, and he gets even more upset when he disbands the Party Planning Committee and cancels Michael's fifteenth anniversary party.",Paul Feig,Lee Eisenberg | Gene Stupnitsky
5,19,Two Weeks,3/26/2009,8.4,2181,"As Michael prepares to leave Dunder Mifflin, he announces that he will form his own paper company. Will anybody join him?",Paul Lieberstein,Aaron Shure
5,20,Dream Team,4/9/2009,8.3,2182,Michael and Pam begin their first day as the Michael Scott Paper Company putting together the rest of the staff and trying to raise money.,Paul Feig,B. J. Novak
5,21,Michael Scott Paper Company,4/9/2009,8.7,2391,"Tension and disillusionment begin to emerge as Michael, Pam, and Ryan move the Michael Scott Paper Company into a cramped ""workspace"" at the business park.",Gene Stupnitsky,Justin Spitzer
5,22,Heavy Competition,4/16/2009,8.7,2250,"Dwight chooses loyalty to Dunder Mifflin over loyalty to Michael, which leads to a bitter battle between Michael and Dwight over Dwight's accounts. Back at Dunder Mifflin, Jim pretends to confide in Andy.",Ken Whittingham,Ryan Koh
5,23,Broke,4/23/2009,9.2,2942,"The Michael Scott Paper Company is gaining clients by offering lower prices than Dunder Mifflin, but is going broke in the process. However, Dunder Mifflin is losing clients to him, and is desperate to buy him out.",Steve Carell,Charlie Grandy
5,24,Casual Friday,4/30/2009,8.3,2162,"Michael returns to Dunder Mifflin and brings Ryan and Pam in as salespeople, but the existing salespeople demand that Michael return the clients they stole back to them. Meanwhile, some employees take the idea of Casual Friday too far.",Brent Forrester,Anthony Q. Farrell
5,25,Cafe Disco,5/7/2009,8.7,2454,"Michael tries to create a place to escape from work in the storage room that used to house the Michael Scott Paper Company, while Jim and Pam consider taking off and getting married that day.",Randall Einhorn,Warren Lieberstein | Halsted Sullivan
5,26,Company Picnic,5/14/2009,9,2581,"Michael runs into Holly at the company picnic, and the two of them accidentally reveal that the Buffalo branch is closing during a comedy skit before corporate has made the announcement.",Ken Kwapis,Jennifer Celotta | Paul Lieberstein
6,1,Gossip,9/17/2009,8.8,2504,"Michael regrets revealing that Stanley is having an affair, so he spreads a bunch of lies about everyone else to cover his tracks--except that one of the lies that he spread actually turns out to be true.",Paul Lieberstein,Paul Lieberstein
6,2,The Meeting,9/24/2009,8.1,2057,"Michael sabotages--then promotes--Jim's efforts at getting a promotion, while Dwight and Toby try to prove that Darryl has submitted a fraudulent medical claim.",Randall Einhorn,Aaron Shure
6,3,The Promotion,10/1/2009,8,2052,Jim discovers just how hard being the boss can be when David Wallace forces Michael and him to determine which employees will be getting a raise.,Jennifer Celotta,Jennifer Celotta
6,4,Niagara: Part 1,10/8/2009,9.4,4055,"The Office travels to Niagara Falls to celebrate Jim and Pam's wedding under strict orders not to mention Pam's pregnancy. Michael, Dwight, and Andy all want to hook up with guests at the wedding and Michael and Dwight meet twins.",Paul Feig,Greg Daniels | Mindy Kaling
6,5,Niagara: Part 2,10/8/2009,9.4,2509,"Pam is forced to deal with an embarrassing injury for Andy the night before her wedding, while Kevin deals with the loss of his dress shoes on the morning of the ceremony.",Paul Feig,Greg Daniels | Mindy Kaling
6,6,Mafia,10/15/2009,7.6,2156,Michael meets with an insurance salesman that visits the office and is later convinced by Dwight and Andy that he is part of the mafia.,David Rogers,Brent Forrester
6,7,The Lover,10/22/2009,8.6,2262,"Jim and Pam return from their honeymoon and learn, to their horror, that Michael is dating Pam's mom. Meanwhile, Dwight gives Jim a ""gift""--which actually has a listening device attached to it.",Lee Eisenberg,Lee Eisenberg | Gene Stupnitsky
6,8,Koi Pond,10/29/2009,8.2,2047,"Michael is upset when he becomes the butt of all the office jokes after he falls in a koi pond. Andy and Pam go out together on some cold calls, and everybody mistakes them as a married couple.",Reggie Hudlin,Warren Lieberstein | Halsted Sullivan
6,9,Double Date,11/5/2009,8.1,2018,"Michael sparks more anger from Pam when he breaks up with her mom on her birthday after he finds out she's 58, and Dwight unsuccessfully tries to get everyone in the office to owe him a favor.",Seth Gordon,Charlie Grandy
6,10,Murder,11/12/2009,8.6,2385,"The entire office is preoccupied about rumors of Dunder Mifflin's bankruptcy. Michael tries to create a distraction by engaging everyone in murder-mystery game, but Jim wonders if that is a good idea.",Greg Daniels,Daniel Chun
6,11,Shareholder Meeting,11/19/2009,8.2,2034,"Michael speaks out of line at the Dunder Mifflin shareholders meeting and creates a big problem for management, while Jim discovers that nobody in the office thinks he's the ""real"" boss.",Charles McDougall,Justin Spitzer
6,12,Scott's Tots,12/3/2009,8.3,2345,"Ten years ago, Michael promised a group of third graders he would pay for their college tuition if they graduated. Now comes time to pay, and he can't do it. At the office, Dwight's employee of the month idea gets Jim in big trouble.",B. J. Novak,Gene Stupnitsky | Lee Eisenberg
6,13,Secret Santa,12/10/2009,8.5,2162,"Michael gets upset when Jim promises Phyllis that she can be the office Santa, but the office Christmas party may be overshadowed by some bad news from David Wallace.",Randall Einhorn,Mindy Kaling
6,14,The Banker,1/21/2010,6.8,2665,A banker representing a potential buyer comes to the Scranton branch to interview the H.R. department before the sale goes through.,Jeffrey Blitz,Jason Kessler
6,15,Sabre,2/4/2010,7.7,1963,"Michael hates the changes that Dunder Mifflin's new owner is implementing, so he turns to David Wallace for advice. Jim and Pam find the perfect day care center, but Jim's mistake threatens to ruin the interview.",John Krasinski,Jennifer Celotta
6,16,Manager and Salesman,2/11/2010,8.1,1942,"Sabre's CEO wants the Scranton branch to have one manager, and Michael voluntarily steps down and lets Jim become the boss when he finds out that salespeople make more money. However, he soon comes to regret the decision.",Marc Webb,Mindy Kaling
6,17,The Delivery: Part 1,3/4/2010,8.4,2048,"Pam goes into labor and Jim is ready to take her to the hospital, but she refuses to go. Meanwhile, inspired by Pam and Jim's baby, Dwight and Angela try to reach a ""business agreement"" to have a baby of their own.",Seth Gordon,Daniel Chun
6,18,The Delivery: Part 2,3/4/2010,8.5,2065,"After the baby is born, Pam has trouble getting the baby to breastfeed. At the office, Michael takes credit for hooking Jim and Pam up, and tries to do the same thing for Kevin and Erin, making Andy jealous.",Seth Gordon,Daniel Chun
6,19,St. Patrick's Day,3/11/2010,7.7,1922,"It's St. Patrick's Day, and the CEO forces the office to work late because she won't leave. In addition, Michael unsuccessfully tries to suck up to his new boss, and Andy and Erin's first date is delayed because Erin is sick.",Randall Einhorn,Jonathan Hughes
6,20,New Leads,3/18/2010,7.8,1885,"When the sales staff begins trying to boss around everyone in the office, Michael tries to teach them a lesson by withholding a valuable set of sales leads.",Brent Forrester,Brent Forrester
6,21,Happy Hour,3/25/2010,8.6,2199,"Oscar gets everybody in the office to go to Happy Hour so that he can hit on a coworker in shipping. Pam tries to set up Michael with a friend at the bar, but Michael's alter ego, ""Date Mike,"" threatens to spoil the entire evening.",Matt Sohn,B. J. Novak
6,22,Secretary's Day,4/22/2010,7.9,1892,"Michael creates problems for Andy on Secretary's Day when he tells Erin that Andy was engaged to Angela, and Kevin is upset after Oscar makes a video comparing Kevin to Cookie Monster.",Steve Carell,Mindy Kaling
6,23,Body Language,4/29/2010,8,1922,"Michael is hopeful that a potential client is interested in him, but everyone in the office except Pam thinks he's wasting his time. Meanwhile, Dwight recruits Kelly to apply for the Sabre minority management training program.",Mindy Kaling,Justin Spitzer
6,24,The Cover-Up,5/6/2010,8.2,1920,"Michael becomes convinced that Donna is having an affair and puts Dwight on the case, but Pam soon discovers that the suspicions may be true. Meanwhile, Darryl gets revenge on Andy for an earlier incident.",Rainn Wilson,Gene Stupnitsky | Lee Eisenberg
6,25,The Chump,5/13/2010,7.8,1850,"Michael continues to see Donna even after learning she's married and meeting her husband, Dwight and Angela take their baby contract to an arbitrator, and Jim and Pam struggle to stay awake at the office.",Randall Einhorn,Aaron Shure
6,26,Whistleblower,5/20/2010,8,1909,"Jo comes to the Scranton branch to find the whistle-blower. However, three different people have confessed to Michael, Michael is protecting them, and the person most people think is the culprit is keeping his mouth shut.",Paul Lieberstein,Warren Lieberstein | Halsted Sullivan
7,1,Nepotism,9/23/2010,8.4,2220,"Everybody demands that Michael fire the new office assistant, but he won't because he's his nephew. Meanwhile, Pam tries to play a prank on Dwight, who has bought the office building, to make up for ruining Jim's prank.",Jeffrey Blitz,Daniel Chun
7,2,Counseling,9/30/2010,8.2,1991,"Michael is forced to go through counseling with Toby, Dwight seeks revenge on a local mall that refused his business, and Pam tries to fake her way to a promotion.",Jeffrey Blitz,B. J. Novak
7,3,Andy's Play,10/7/2010,8.2,2119,"Andy invites the entire office to watch him in the community theater production of ""Sweeney Todd,"" but Erin decides to babysit for Jim and Pam instead, and Michael is upset because he auditioned for the lead and didn't get it.",John Stuart Scott,Charlie Grandy
